SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
373779,3020,2283,5929,40611,Novel chewing gum base (Rev-7),,,"Novel chewing gum base (Rev-7) is a synthetic polymer intended to be used in the formulation of chewing gum, with the aim of reducing its adhesive properties compared with conventional chewing gum. It consists of branched polymers of monomethoxypolyethylene glycol (MPEG) grafted onto polyisoprene-graft-maleic anhydride (PIP-g-MA), and unreacted MPEG (<35 %). MPEG groups are chemically bound on the PIP backbone via the maleic anhydride moiety.",16162,RF-00001667-PAR,Novel chewing gum base (Rev-7),polymer,7,QU07A,as such,,Novel chewing gum base (Rev-7),,,,16162,RF-00001667-PAR,Novel chewing gum base (Rev-7),,,,organic,,,
373780,3021,2284,5856,40611,Ethyl vanillin beta-D-glucopyranoside,,122397-96-0,,23441,RF-00008821-PAR,Ethyl vanillin beta-D-glucopyranoside,single chemical entity,7,QU07A,as such,,Ethyl vanillin beta-D-glucopyranoside,,122397-96-0,"3-ethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",23441,RF-00008821-PAR,Ethyl vanillin beta-D-glucopyranoside,C15H20O8,CCOC1=C(C=CC(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"InChI=1S/C15H20O8/c1-2-21-10-5-8(6-16)3-4-9(10)22-15-14(20)13(19)12(18)11(7-17)23-15/h3-6,11-15,17-20H,2,7H2,1H3/t11-,12-,13+,14-,15-/m1/s1",organic,,,
373781,3022,2285,2670,40611,2-Phenylpropan-1-ol,214-379-7,1123-85-9,,23090,RF-00008470-PAR,2-Phenylpropan-1-ol,single chemical entity,7,QU07A,as such,,2-Phenylpropan-1-ol,214-379-7,1123-85-9,2-phenylpropan-1-ol,23090,RF-00008470-PAR,2-Phenylpropan-1-ol,C9H12O,OCC(C1=CC=CC=C1)C,"InChI=1S/C9H12O/c1-8(7-10)9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3",organic,,,
373782,3023,2286,3588,40611,2-Phenylpropanal,202-255-5,93-53-8,,23066,RF-00008446-PAR,2-Phenylpropanal,single chemical entity,7,QU07A,as such,,2-Phenylpropanal,202-255-5,93-53-8,2-phenylpropanal,23066,RF-00008446-PAR,2-Phenylpropanal,C9H10O,CC(C=O)c1ccccc1,"InChI=1S/C9H10O/c1-8(7-10)9-5-3-2-4-6-9/h2-8H,1H3",organic,,,
373783,3024,2287,2727,40611,2-(p-Tolyl)propionaldehyde,202-782-0,99-72-9,,16522,RF-00002027-PAR,2-(p-Tolyl)propionaldehyde,single chemical entity,7,QU07A,as such,,2-(p-Tolyl)propionaldehyde,202-782-0,99-72-9,2-(4-methylphenyl)propanal,16522,RF-00002027-PAR,2-(p-Tolyl)propionaldehyde,C10H12O,CC(C=O)c1ccc(C)cc1,"InChI=1S/C10H12O/c1-8-3-5-10(6-4-8)9(2)7-11/h3-7,9H,1-2H3",organic,,,
373784,3025,2288,2515,40611,3-(p-Cumenyl)-2-methylpropionaldehyde,203-161-7,103-95-7,,16497,RF-00002002-PAR,3-(p-Cumenyl)-2-methylpropionaldehyde,single chemical entity,7,QU07A,as such,,3-(p-Cumenyl)-2-methylpropionaldehyde,203-161-7,103-95-7,2-methyl-3-[4-(propan-2-yl)phenyl]propanal,16497,RF-00002002-PAR,3-(p-Cumenyl)-2-methylpropionaldehyde,C13H18O,O=CC(C)CC1=CC=C(C(C)C)C=C1,"InChI=1S/C13H18O/c1-10(2)13-6-4-12(5-7-13)8-11(3)9-14/h4-7,9-11H,8H2,1-3H3",organic,,,
373785,3026,2289,2856,40611,2-Methyl-4-phenylbutyraldehyde,255-022-5,40654-82-8,,16549,RF-00002054-PAR,2-Methyl-4-phenylbutyraldehyde,single chemical entity,7,QU07A,as such,,2-Methyl-4-phenylbutyraldehyde,255-022-5,40654-82-8,2-methyl-4-phenylbutanal,16549,RF-00002054-PAR,2-Methyl-4-phenylbutyraldehyde,C11H14O,CC(CCc1ccccc1)C=O,"InChI=1S/C11H14O/c1-10(9-12)7-8-11-5-3-2-4-6-11/h2-6,9-10H,7-8H2,1H3",organic,,,
373786,3027,2290,2862,40611,2-Methyl-3-(p-tolyl)propionaldehyde,255-410-4,41496-43-9,,16553,RF-00002058-PAR,2-Methyl-3-(p-tolyl)propionaldehyde,single chemical entity,7,QU07A,as such,,2-Methyl-3-(p-tolyl)propionaldehyde,255-410-4,41496-43-9,2-methyl-3-(4-methylphenyl)propanal,16553,RF-00002058-PAR,2-Methyl-3-(p-tolyl)propionaldehyde,C11H14O,CC(Cc1ccc(C)cc1)C=O,"InChI=1S/C11H14O/c1-9-3-5-11(6-4-9)7-10(2)8-12/h3-6,8,10H,7H2,1-2H3",organic,,,
373787,3028,2291,2860,40611,3-Methyl-2-phenylbutyraldehyde,219-461-6,2439-44-3,,16551,RF-00002056-PAR,3-Methyl-2-phenylbutyraldehyd,single chemical entity,7,QU07A,as such,,3-Methyl-2-phenylbutyraldehyde,219-461-6,2439-44-3,3-methyl-2-phenylbutanal,16551,RF-00002056-PAR,3-Methyl-2-phenylbutyraldehyd,C11H14O,CC(C)C(C=O)c1ccccc1,"InChI=1S/C11H14O/c1-9(2)11(8-12)10-6-4-3-5-7-10/h3-9,11H,1-2H3",organic,,,
373788,3029,2292,2848,40611,2-Phenylpent-4-enal,246-224-4,24401-36-3,,22382,RF-00007762-PAR,2-Phenylpent-4-enal,single chemical entity,7,QU07A,as such,,2-Phenylpent-4-enal,246-224-4,24401-36-3,2-phenylpent-4-enal,22382,RF-00007762-PAR,2-Phenylpent-4-enal,C11H12O,C=CCC(C=O)c1ccccc1,"InChI=1S/C11H12O/c1-2-6-11(9-12)10-7-4-3-5-8-10/h2-5,7-9,11H,1,6H2",organic,,,
373789,3030,2293,3761,40611,"1,1-Dimethoxy-2-phenylpropane",202-022-8,90-87-9,,16799,RF-00002304-PAR,"1,1-Dimethoxy-2-phenylpropane",single chemical entity,7,QU07A,as such,,"1,1-Dimethoxy-2-phenylpropane",202-022-8,90-87-9,"(1,1-dimethoxypropan-2-yl)benzene",16799,RF-00002304-PAR,"1,1-Dimethoxy-2-phenylpropane",C11H16O2,COC(OC)C(C)C1=CC=CC=C1,"InChI=1S/C11H16O2/c1-9(11(12-2)13-3)10-7-5-4-6-8-10/h4-9,11H,1-3H3",organic,,,
373790,3031,2294,2690,40611,3-Phenylpyruvic acid,205-847-1,156-06-9,,16516,RF-00002021-PAR,3-Phenylpyruvic acid,single chemical entity,7,QU07A,as such,,3-Phenylpyruvic acid,205-847-1,156-06-9,2-oxo-3-phenylpropanoic acid,16516,RF-00002021-PAR,3-Phenylpyruvic acid,C9H8O3,O=C(O)C(CC1=CC=CC=C1)=O,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",organic,,,
373791,3032,2295,3014,40611,2-Phenylpropyl butyrate,279-587-2,80866-83-7,,16612,RF-00002117-PAR,2-Phenylpropyl butyrate,single chemical entity,7,QU07A,as such,,2-Phenylpropyl butyrate,279-587-2,80866-83-7,2-phenylpropyl butanoate,16612,RF-00002117-PAR,2-Phenylpropyl butyrate,C13H18O2,CCCC(=O)OCC(C)c1ccccc1,"InChI=1S/C13H18O2/c1-3-7-13(14)15-10-11(2)12-8-5-4-6-9-12/h4-6,8-9,11H,3,7,10H2,1-2H3",organic,,,
373792,3033,2296,3009,40611,2-Phenylpropyl isobutyrate,265-931-9,65813-53-8,,16608,RF-00002113-PAR,2-Phenylpropyl isobutyrate,single chemical entity,7,QU07A,as such,,2-Phenylpropyl isobutyrate,265-931-9,65813-53-8,2-phenylpropyl 2-methylpropanoate,16608,RF-00002113-PAR,2-Phenylpropyl isobutyrate,C13H18O2,CC(C)C(=O)OCC(C)c1ccccc1,"InChI=1S/C13H18O2/c1-10(2)13(14)15-9-11(3)12-7-5-4-6-8-12/h4-8,10-11H,9H2,1-3H3",organic,,,
373793,3034,2297,4060,40611,Ethyl 4-phenylbutyrate,,10031-93-3,,16843,RF-00002348-PAR,Ethyl 4-phenylbutyrate,single chemical entity,7,QU07A,as such,,Ethyl 4-phenylbutyrate,,10031-93-3,ethyl 4-phenylbutanoate,16843,RF-00002348-PAR,Ethyl 4-phenylbutyrate,C12H16O2,CCOC(=O)CCCC1=CC=CC=C1,"InChI=1S/C12H16O2/c1-2-14-12(13)10-6-9-11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3",organic,,,
373794,3035,2298,2863,40611,Methyl 4-phenylbutyrate,218-067-1,2046-17-5,,16554,RF-00002059-PAR,Methyl 4-phenylbutyrate,single chemical entity,7,QU07A,as such,,Methyl 4-phenylbutyrate,218-067-1,2046-17-5,methyl 4-phenylbutanoate,16554,RF-00002059-PAR,Methyl 4-phenylbutyrate,C11H14O2,COC(=O)CCCc1ccccc1,"InChI=1S/C11H14O2/c1-13-11(12)9-5-8-10-6-3-2-4-7-10/h2-4,6-7H,5,8-9H2,1H3",organic,,,
373795,3036,2299,3013,40611,Ethyl 2-ethyl-3-phenylpropionate,221-042-8,2983-36-0,,16611,RF-00002116-PAR,Ethyl 2-ethyl-3-phenylpropionate,single chemical entity,7,QU07A,as such,,Ethyl 2-ethyl-3-phenylpropionate,221-042-8,2983-36-0,ethyl 2-benzylbutanoate,16611,RF-00002116-PAR,Ethyl 2-ethyl-3-phenylpropionate,C13H18O2,CCOC(=O)C(CC)Cc1ccccc1,"InChI=1S/C13H18O2/c1-3-12(13(14)15-4-2)10-11-8-6-5-7-9-11/h5-9,12H,3-4,10H2,1-2H3",organic,,,
373796,3037,2300,5534,40611,2-(l-Menthoxy)ethanol,,38618-23-4,Register name has been changed from L-1-Menthoxyethanol to 2-(l-Menthoxy)ethanol.,23349,RF-00008729-PAR,2-(l-Menthoxy)ethanol,single chemical entity,7,QU07A,as such,,2-(l-Menthoxy)ethanol,,38618-23-4,2-(5-methyl-2-propan-2-ylcyclohexyl)oxyethanol,23349,RF-00008729-PAR,2-(l-Menthoxy)ethanol,C12H24O2,CC1CCC(C(C1)OCCO)C(C)C,"InChI=1S/C12H24O2/c1-9(2)11-5-4-10(3)8-12(11)14-7-6-13/h9-13H,4-8H2,1-3H3",organic,,,
373797,3038,2301,4145,40611,"Vanillin 3-(l-menthoxy)propane-1,2-diol acetal",,180964-47-0,Mixture of four stereoisomers.,16879,RF-00002384-PAR,"Vanillin 3-(l-menthoxy)propane-1,2-diol acetal",single chemical entity,7,QU07A,as such,,"Vanillin 3-(l-menthoxy)propane-1,2-diol acetal",,180964-47-0,"2-methoxy-4-[4-[[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl]oxymethyl]-1,3-dioxolan-2-yl]phenol",16879,RF-00002384-PAR,"Vanillin 3-(l-menthoxy)propane-1,2-diol acetal",C21H32O5,C[C@@H]1CC[C@H]([C@@H](C1)OCC2COC(O2)C3=CC(=C(C=C3)O)OC)C(C)C,"InChI=1S/C21H32O5/c1-13(2)17-7-5-14(3)9-19(17)24-11-16-12-25-21(26-16)15-6-8-18(22)20(10-15)23-4/h6,8,10,13-14,16-17,19,21-22H,5,7,9,11-12H2,1-4H3/t14-,16?,17+,19-,21?/m1/s1",organic,,,
373798,3039,2302,5765,40611,1-Methoxy-1-decene,,79930-37-3,Mixture of (E)- and (Z)-isomers.,17026,RF-00002531-PAR,1-Methoxy-1-decene,single chemical entity,7,QU07A,as such,,1-Methoxy-1-decene,,79930-37-3,1-methoxydec-1-ene,17026,RF-00002531-PAR,1-Methoxy-1-decene,C11H22O,CCCCCCCCC=COC,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11-12-2/h10-11H,3-9H2,1-2H3",organic,,,
373799,3040,2303,5807,40611,2-(4-Methoxyphenoxy)propionic acid,,158833-38-6,CASrn to be introduced in the Register 158833-38-6 (EFFA). CASrn in register does not specify isomer.,17044,RF-00002549-PAR,2-(4-Methoxyphenoxy)propionic acid,single chemical entity,7,QU07A,as such,,2-(4-Methoxyphenoxy)propionic acid,,158833-38-6,2-(4-Methoxyphenoxy)propanoic acid,17044,RF-00002549-PAR,2-(4-Methoxyphenoxy)propionic acid,C10H12O4,CC(C(=O)O)OC1=CC=C(C=C1)OC,"InChI=1S/C10H12O4/c1-7(10(11)12)14-9-5-3-8(13-2)4-6-9/h3-7H,1-2H3,(H,11,12)",organic,,,
373800,3041,2304,1953,40611,"1,8-Cineole",207-431-5,470-82-6,,18060,RF-00003470-PAR,"1,8-cineole",single chemical entity,7,QU07A,as such,,"1,8-Cineole",207-431-5,470-82-6,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane",18060,RF-00003470-PAR,"1,8-cineole",C10H18O,CC1(C2CCC(O1)(CC2)C)C,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",organic,,,
373801,3042,2305,3602,40611,Benzyl ethyl ether,208-714-6,539-30-0,,16754,RF-00002259-PAR,Benzyl ethyl ether,single chemical entity,7,QU07A,as such,,Benzyl ethyl ether,208-714-6,539-30-0,(ethoxymethyl)benzene,16754,RF-00002259-PAR,Benzyl ethyl ether,C9H12O,CCOCc1ccccc1,"InChI=1S/C9H12O/c1-2-10-8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",organic,,,
373802,3043,2306,2523,40611,Dibenzyl ether,203-118-2,103-50-4,,22532,RF-00007912-PAR,Dibenzyl ether,single chemical entity,7,QU07A,as such,,Dibenzyl ether,203-118-2,103-50-4,"1,1'-[oxybis(methylene)]dibenzene",22532,RF-00007912-PAR,Dibenzyl ether,C14H14O,O(Cc(cccc1)c1)Cc(cccc2)c2,"InChI=1S/C14H14O/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",organic,,,
373803,3044,2307,3353,40611,2-Butyl ethyl ether,220-234-9,2679-87-0,CASrn refers to the racemate.,16700,RF-00002205-PAR,2-Butyl ethyl ether,single chemical entity,7,QU07A,as such,,2-Butyl ethyl ether,220-234-9,2679-87-0,2-ethoxybutane,16700,RF-00002205-PAR,2-Butyl ethyl ether,C6H14O,CCOC(C)CC,"InChI=1S/C6H14O/c1-4-6(3)7-5-2/h6H,4-5H2,1-3H3",organic,,,
373804,3045,2308,2795,40611,"1,4-Cineole",207-428-9,470-67-7,,22337,RF-00007717-PAR,"1,4-Cineole",single chemical entity,7,QU07A,as such,,"1,4-Cineole",207-428-9,470-67-7,1-methyl-4-(propan-2-yl)-7-oxabicyclo[2.2.1]heptane,22337,RF-00007717-PAR,"1,4-Cineole",C10H18O,CC(C)C12CCC(C)(CC1)O2,"InChI=1S/C10H18O/c1-8(2)10-6-4-9(3,11-10)5-7-10/h8H,4-7H2,1-3H3",organic,,,
373805,3046,2309,2873,40611,Benzyl butyl ether,209-626-0,588-67-0,,16561,RF-00002066-PAR,Benzyl butyl ether,single chemical entity,7,QU07A,as such,,Benzyl butyl ether,209-626-0,588-67-0,(butoxymethyl)benzene,16561,RF-00002066-PAR,Benzyl butyl ether,C11H16O,CCCCOCc1ccccc1,"InChI=1S/C11H16O/c1-2-3-9-12-10-11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3",organic,,,
373806,3047,2310,5425,40611,Prenyl ethyl ether,,22094-00-4,,16891,RF-00002396-PAR,Prenyl ethyl ether,single chemical entity,7,QU07A,as such,,Prenyl ethyl ether,,22094-00-4,1-ethoxy-3-methylbut-2-ene,16891,RF-00002396-PAR,Prenyl ethyl ether,C7H14O,CCOCC=C(C)C,"InChI=1S/C7H14O/c1-4-8-6-5-7(2)3/h5H,4,6H2,1-3H3",organic,,,
373807,3048,2311,3469,40611,1-Methoxy-2-methylbenzene,209-426-3,578-58-5,,16725,RF-00002230-PAR,1-Methoxy-2-methylbenzene,single chemical entity,7,QU07A,as such,,1-Methoxy-2-methylbenzene,209-426-3,578-58-5,1-methoxy-2-methylbenzene,16725,RF-00002230-PAR,1-Methoxy-2-methylbenzene,C8H10O,COc1ccccc1C,"InChI=1S/C8H10O/c1-7-5-3-4-6-8(7)9-2/h3-6H,1-2H3",organic,,,
373808,3049,2312,2371,40611,Anisole,202-876-1,100-66-3,,22952,RF-00008332-PAR,Anisole,single chemical entity,7,QU07A,as such,,Anisole,202-876-1,100-66-3,methoxybenzene,22952,RF-00008332-PAR,Anisole,C7H8O,COc1ccccc1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",organic,,,
373809,3050,2313,2923,40611,beta-Naphthyl ethyl ether,202-226-7,93-18-5,,16576,RF-00002081-PAR,beta-Naphthyl ethyl ether,single chemical entity,7,QU07A,as such,,beta-Naphthyl ethyl ether,202-226-7,93-18-5,2-ethoxynaphthalene,16576,RF-00002081-PAR,beta-Naphthyl ethyl ether,C12H12O,CCOc1ccc2ccccc2c1,"InChI=1S/C12H12O/c1-2-13-12-8-7-10-5-3-4-6-11(10)9-12/h3-9H,2H2,1H3",organic,,,
373810,3051,2314,2950,40611,Carvacryl ethyl ether,225-238-4,4732-13-2,,16586,RF-00002091-PAR,Carvacryl ethyl ether,single chemical entity,7,QU07A,as such,,Carvacryl ethyl ether,225-238-4,4732-13-2,2-ethoxy-1-methyl-4-(propan-2-yl)benzene,16586,RF-00002091-PAR,Carvacryl ethyl ether,C12H18O,CCOc1cc(ccc1C)C(C)C,"InChI=1S/C12H18O/c1-5-13-12-8-11(9(2)3)7-6-10(12)4/h6-9H,5H2,1-4H3",organic,,,
373811,3052,2315,2445,40611,1-Methoxy-4-propylbenzene,203-203-4,104-45-0,,16489,RF-00001994-PAR,1-Methoxy-4-propylbenzene,single chemical entity,7,QU07A,as such,,1-Methoxy-4-propylbenzene,203-203-4,104-45-0,1-methoxy-4-propylbenzene,16489,RF-00001994-PAR,1-Methoxy-4-propylbenzene,C10H14O,COC1=CC=C(CCC)C=C1,"InChI=1S/C10H14O/c1-3-4-9-5-7-10(11-2)8-6-9/h5-8H,3-4H2,1-2H3",organic,,,
373812,3053,2316,2729,40611,"1,2-Dimethoxy-4-vinylbenzene",228-962-9,6380-23-0,,16524,RF-00002029-PAR,"1,2-Dimethoxy-4-vinylbenzene",single chemical entity,7,QU07A,as such,,"1,2-Dimethoxy-4-vinylbenzene",228-962-9,6380-23-0,"4-ethenyl-1,2-dimethoxybenzene",16524,RF-00002029-PAR,"1,2-Dimethoxy-4-vinylbenzene",C10H12O2,COc1ccc(C=C)cc1OC,"InChI=1S/C10H12O2/c1-4-8-5-6-9(11-2)10(7-8)12-3/h4-7H,1H2,2-3H3",organic,,,
373813,3054,2317,3064,40611,Isobutyl beta-naphthyl ether,218-529-2,2173-57-1,,16628,RF-00002133-PAR,Isobutyl beta-naphthyl ether,single chemical entity,7,QU07A,as such,,Isobutyl beta-naphthyl ether,218-529-2,2173-57-1,2-(2-methylpropoxy)naphthalene,16628,RF-00002133-PAR,Isobutyl beta-naphthyl ether,C14H16O,CC(C)COc1ccc2ccccc2c1,"InChI=1S/C14H16O/c1-11(2)10-15-14-8-7-12-5-3-4-6-13(12)9-14/h3-9,11H,10H2,1-2H3",organic,,,
373814,3055,2318,3959,40611,"1,2-Dimethoxybenzene",202-045-3,91-16-7,,16832,RF-00002337-PAR,"1,2-Dimethoxybenzene",single chemical entity,7,QU07A,as such,,"1,2-Dimethoxybenzene",202-045-3,91-16-7,"1,2-dimethoxybenzene",16832,RF-00002337-PAR,"1,2-Dimethoxybenzene",C8H10O2,COC1=CC=CC=C1OC,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",organic,,,
373815,3056,2319,3604,40611,"1,3-Dimethyl-4-methoxybenzene",229-794-9,6738-23-4,,16756,RF-00002261-PAR,"1,3-Dimethyl-4-methoxybenzene",single chemical entity,7,QU07A,as such,,"1,3-Dimethyl-4-methoxybenzene",229-794-9,6738-23-4,"1-methoxy-2,4-dimethylbenzene",16756,RF-00002261-PAR,"1,3-Dimethyl-4-methoxybenzene",C9H12O,COc1ccc(C)cc1C,"InChI=1S/C9H12O/c1-7-4-5-9(10-3)8(2)6-7/h4-6H,1-3H3",organic,,,
373816,3057,2320,2140,40611,2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,240-457-5,16409-43-1,CASrn refers to the racemate.,16414,RF-00001919-PAR,2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,single chemical entity,7,QU07A,as such,,2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,240-457-5,16409-43-1,4-methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran,16414,RF-00001919-PAR,2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,C10H18O,CC1CCOC(C1)C=C(C)C,"InChI=1S/C10H18O/c1-8(2)6-10-7-9(3)4-5-11-10/h6,9-10H,4-5,7H2,1-3H3",organic,,,
373817,3058,2321,3152,40611,"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",223-118-6,3738-00-9,CASrn refers to the racemate.,16651,RF-00002156-PAR,"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",single chemical entity,7,QU07A,as such,,"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",223-118-6,3738-00-9,"3a,6,6,9a-tetramethyldodecahydronaphtho[2,1-b]furan",16651,RF-00002156-PAR,"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",C16H28O,CC1(C)CCCC2(C)C1CCC3(C)OCCC23,"InChI=1S/C16H28O/c1-14(2)8-5-9-15(3)12(14)6-10-16(4)13(15)7-11-17-16/h12-13H,5-11H2,1-4H3",organic,,,
373818,3059,2322,2133,40611,"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",217-241-4,1786-08-9,CASrn refers to the racemate.,16413,RF-00001918-PAR,"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",single chemical entity,7,QU07A,as such,,"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",217-241-4,1786-08-9,"4-methyl-2-(2-methylprop-1-en-1-yl)-3,6-dihydro-2H-pyran",16413,RF-00001918-PAR,"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",C10H16O,CC(=CC1CC(=CCO1)C)C,"InChI=1S/C10H16O/c1-8(2)6-10-7-9(3)4-5-11-10/h4,6,10H,5,7H2,1-3H3",organic,,,
373819,3060,2323,2785,40611,"2,6,6-Trimethyl-2-vinyltetrahydropyran",230-983-3,7392-19-0,CASrn refers to the racemate.,16535,RF-00002040-PAR,"2,6,6-Trimethyl-2-vinyltetrahydropyran",single chemical entity,7,QU07A,as such,,"2,6,6-Trimethyl-2-vinyltetrahydropyran",230-983-3,7392-19-0,"2-ethenyl-2,6,6-trimethyltetrahydro-2H-pyran",16535,RF-00002040-PAR,"2,6,6-Trimethyl-2-vinyltetrahydropyran",C10H18O,CC1(C)CCCC(C)(O1)C=C,"InChI=1S/C10H18O/c1-5-10(4)8-6-7-9(2,3)11-10/h5H,1,6-8H2,2-4H3",organic,,,
373820,3061,2324,3799,40611,Theaspirane,253-031-9,36431-72-8,"CASrn refers to the racemate. According to JECFA: Min. assay value is ""97% (sum of stereo-isomers)"".",22514,RF-00007894-PAR,Theaspirane,single chemical entity,7,QU07A,as such,,Theaspirane,253-031-9,36431-72-8,"2,6,10,10-tetramethyl-1-oxaspiro[4.5]dec-6-ene",22514,RF-00007894-PAR,Theaspirane,C13H22O,CC2OC1(CC2)C(C)=CCCC(C)1C,"InChI=1S/C13H22O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h6,11H,5,7-9H2,1-4H3",organic,,,
373821,3062,2325,3018,40611,"6,7,8,8a-Tetrahydro-2,5,5,8a-tetramethyl-5H-1-benzopyran",226-916-2,5552-30-7,CASrn refers to the racemate.,16614,RF-00002119-PAR,"6,7,8,8a-Tetrahydro-2,5,5,8a-tetramethyl-5H-1-benzopyran",single chemical entity,7,QU07A,as such,,"6,7,8,8a-Tetrahydro-2,5,5,8a-tetramethyl-5H-1-benzopyran",226-916-2,5552-30-7,"2,5,5,8a-tetramethyl-6,7,8,8a-tetrahydro-5H-chromene",16614,RF-00002119-PAR,"6,7,8,8a-Tetrahydro-2,5,5,8a-tetramethyl-5H-1-benzopyran",C13H20O,CC1=CC=C2C(C)(C)CCCC2(C)O1,"InChI=1S/C13H20O/c1-10-6-7-11-12(2,3)8-5-9-13(11,4)14-10/h6-7H,5,8-9H2,1-4H3",organic,,,
373822,3063,2326,5930,40611,Sodium bisulphate,231-665-7,7681-38-1,"Sodium bisulphate, molecular weight 120.07, contains 19.15% sodium and 80.01% SO4. The density is 2.74 kg/dm3.",23860,RF-00009241-PAR,Sodium bisulphate,single chemical entity,7,QU07A,as such,,Sodium bisulphate,231-665-7,7681-38-1,Sodium;hydrogen sulfate,23860,RF-00009241-PAR,Sodium bisulphate,HNaO4S,OS(=O)(=O)[O-].[Na+],"InChI=1S/Na.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+1;/p-1",inorganic,,,
373823,3064,2327,5931,40611,D-(+)-biotin,200-399-3,58-85-5,"D-(+)-biotin acts as an essential cofactor for the enzymes acetyl-CoA, propionyl-CoA, Beta-methylcrotonyl-CoA and pyruvate carboxylase, which are important in the synthesis of fatty acids, the catabolism of branched-chain amino acids and the gluconeogenic pathway. Biotin may also have a role in the regulation of gene expression arising from its interaction with nuclear histone proteins.",13736,RF-00000036-NTR,biotin,single chemical entity,7,QU07A,as such,,D-(+)-biotin,200-399-3,58-85-5,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",13736,RF-00000036-NTR,biotin,C10H16N2O3S,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",organic,,,
